2025-10-20 20:36:44,771 INFO    MainThread:47080 [wandb_setup.py:_flush():81] Current SDK version is 0.20.1
2025-10-20 20:36:44,772 INFO    MainThread:47080 [wandb_setup.py:_flush():81] Configure stats pid to 47080
2025-10-20 20:36:44,772 INFO    MainThread:47080 [wandb_setup.py:_flush():81] Loading settings from /jet/home/jye9/.config/wandb/settings
2025-10-20 20:36:44,772 INFO    MainThread:47080 [wandb_setup.py:_flush():81] Loading settings from /jet/home/jye9/Project/11685_project/wandb/settings
2025-10-20 20:36:44,772 INFO    MainThread:47080 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-10-20 20:36:44,772 INFO    MainThread:47080 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /jet/home/jye9/Project/11685_project/wandb/run-20251020_203644-b9eg4is4/logs/debug.log
2025-10-20 20:36:44,772 INFO    MainThread:47080 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /jet/home/jye9/Project/11685_project/wandb/run-20251020_203644-b9eg4is4/logs/debug-internal.log
2025-10-20 20:36:44,772 INFO    MainThread:47080 [wandb_init.py:init():831] calling init triggers
2025-10-20 20:36:44,773 INFO    MainThread:47080 [wandb_init.py:init():836] wandb.init called with sweep_config: {}
config: {'config': 'configs/ddpm.yaml', 'data_dir': '../data/subset', 'image_size': 128, 'batch_size': 16, 'num_workers': 2, 'num_classes': 10, 'run_name': 'exp-0-ddpm', 'output_dir': '/ocean/projects/cis250019p/jye9/11685-project/experiments', 'num_epochs': 5, 'learning_rate': 0.01, 'weight_decay': 0.01, 'grad_clip': 1.0, 'seed': 42, 'mixed_precision': 'none', 'num_train_timesteps': 1000, 'num_inference_steps': 1000, 'beta_start': 0.0001, 'beta_end': 0.02, 'beta_schedule': 'linear', 'variance_type': 'fixed_small', 'prediction_type': 'epsilon', 'clip_sample': True, 'clip_sample_range': 1.0, 'optimizer_type': 'AdamW', 'scheduler_type': 'ConsineAnnealingLR', 'unet_in_size': 128, 'unet_in_ch': 3, 'unet_ch': 128, 'unet_ch_mult': [1, 2, 2, 4], 'unet_attn': [2, 3], 'unet_num_res_blocks': 2, 'unet_dropout': 0.0, 'latent_ddpm': False, 'use_cfg': False, 'cfg_guidance_scale': 2.0, 'use_ddim': False, 'ckpt': None, 'predictor_type': 'epsilon', 'distributed': False, 'world_size': 1, 'rank': 0, 'local_rank': 0, 'device': 'cuda', 'total_batch_size': 16, 'max_train_steps': 15, '_wandb': {}}
2025-10-20 20:36:44,773 INFO    MainThread:47080 [wandb_init.py:init():872] starting backend
2025-10-20 20:36:45,397 INFO    MainThread:47080 [wandb_init.py:init():875] sending inform_init request
2025-10-20 20:36:45,404 INFO    MainThread:47080 [wandb_init.py:init():883] backend started and connected
2025-10-20 20:36:45,407 INFO    MainThread:47080 [wandb_init.py:init():956] updated telemetry
2025-10-20 20:36:45,418 INFO    MainThread:47080 [wandb_init.py:init():980] communicating run to backend with 90.0 second timeout
2025-10-20 20:36:46,184 INFO    MainThread:47080 [wandb_init.py:init():1032] starting run threads in backend
2025-10-20 20:36:46,575 INFO    MainThread:47080 [wandb_run.py:_console_start():2453] atexit reg
2025-10-20 20:36:46,575 INFO    MainThread:47080 [wandb_run.py:_redirect():2301] redirect: wrap_raw
2025-10-20 20:36:46,575 INFO    MainThread:47080 [wandb_run.py:_redirect():2370] Wrapping output streams.
2025-10-20 20:36:46,575 INFO    MainThread:47080 [wandb_run.py:_redirect():2393] Redirects installed.
2025-10-20 20:36:46,580 INFO    MainThread:47080 [wandb_init.py:init():1078] run started, returning control to user process
